money,name,id,owner,capital,status,date_of_establishment
263112,永安茶園,17906486,劉倚瑩,"5,000",核准設立,2000-10-9
262860,天仲行,06532285,莊天漲,"5,000",核准設立,1992-3-25
262500,金格影像製作有限公司,50796313,呂美君,"1,000,000",核准設立,2018-7-23
262500,小刀工作室,88292468,周介堂,"200,000",核准設立,2022-8-9
262500,光丞廣告有限公司,28860043,連淑雯,"10,000,000",核准設立,2008-4-14
262500,三廿制作所有限公司,90680801,游鎮諺,"100,000",核准設立,2021-3-4
262500,勝駿娛樂有限公司,90579811,葉有駿,"500,000",核准設立,2022-1-18
262000,曙光音響工作室,10722575,彭馨誼,"10,000",核准設立,2008-10-24
261600,台北市計程車駕駛員職業工會,77123613,,,,
261540,志勝企業社,36896109,徐國勝,"50,000",核准設立,2013-5-13
261500,頂好企業社,30153707,,,,
261000,億檳企業有限公司,04519224,林慶峰,"5,000,000",核准設立,1983-2-24
260900,石翠蘭苑,41279268,,,,
260000,德昌企業社,47743854,周宗德,"50,000",核准設立,2017-3-8
260000,先驅媒體社會企業股份有限公司,29080164,陳佩蓴,"50,000,000",核准設立,2009-7-24
260000,宏瑋醫材有限公司,54751197,林義雄,"88,000,000",核准設立,2014-2-26
260000,正隆股份有限公司,33085508,鄭舒云,"15,000,000,000",核准設立,1959-2-4
259329,昂樂維行銷設計股份有限公司,94045521,張哲明,"1,000,000",核准設立,2023-5-12
258143,佳一空間制作有限公司,50850462,賴慕哲,"100,000",核准設立,2018-9-13
258000,松軒傳統藝術工作室,45516811,巫松軒,"30,000",核准設立,2007-8-27
257822,全印通設計有限公司,24971080,陳國川,"2,000,000",核准設立,2015-5-26
257500,湧泉氧生水實業有限公司,24726025,沈明興,"5,000,000",核准設立,2015-2-6
257118,交通部臺灣鐵路管理局,07524729,,,,
256850,義賓快餐店,36936685,孫毅修,"50,000",核准設立,2013-1-15
256800,台灣穿起來工作室,88216928,潘厚勳,"200,000",核准設立,2022-1-10
256724,柏克廣告企業社,72791024,林郁屏,"240,000",核准設立,2018-1-15
256100,時光方舟國際傳媒股份有限公司,85074039,桂瑋璿,"5,100,000",核准設立,2019-10-31
255612,雅拓設計室內裝修有限公司,91024608,黃道遠,"1,000,000",核准設立,2021-8-19
255490,來雅廣告派報有限公司,28850729,黃南球,"1,500,000",核准設立,2008-3-10
255000,思味行銷有限公司,83240218,陳馨遠,"200,000",核准設立,2021-1-8
255000,超美旗幟社,13731795,陳意明,"60,000",核准設立,2022-3-16
255000,民本廣播股份有限公司,03719104,呂美珠,"37,000,000",核准設立,1972-11-9
255000,潔達商行,45855353,方富美,"100,000",核准設立,2010-4-26
254814,天辰電器有限公司,84824318,陳小玲,"8,000,000",核准設立,1994-4-9
254400,喬新廣告社,88071541,楊恒瑞,"200,000",核准設立,2021-5-4
254150,埔里電商村企業社,87006488,余家榮,"200,000",核准設立,2020-6-20
254100,文華客運有限公司,13087818,周智賢,"50,000,000",核准設立,2002-2-18
253050,國鐘影業有限公司,04275156,洪振凱,"1,000,000",核准設立,1976-5-31
253000,苗栗汽車客運股份有限公司,50143806,黃雲熙,"27,809,000",核准設立,1961-11-25
253000,登頂實業有限公司,83580145,李慈憐,"5,000,000",核准設立,1994-8-5
252050,鈞瀧遊覽車股份有限公司,28400203,梁方鈞,"50,000,000",核准設立,2006-9-13
252000,蓮豐鮮炒店餐廳,10935444,,,,
252000,施文彬電音本舖,47505451,施文彬,"200,000",核准設立,2016-10-17
251782,遠東百貨股份有限公司板橋新站分公司,53014088,,,,2011-7-8
251630,摩力科廣告有限公司,24532007,蔡雅玲,"3,000,000",核准設立,2014-4-1
251254,連網廣告設計企業社,10053336,徐盟霖,"150,000",核准設立,2007-10-12
251200,東穎通運有限公司,16800041,謝東穎,"30,000,000",核准設立,1999-4-6
250950,奇喬園鮮花店,01135857,蕭嘉惠,"80,000",核准設立,1986-9-2
250425,星牆合作股份有限公司,90100661,蔡聰源,"50,000,000",核准設立,2022-10-17
250267,萬軍文創股份有限公司,24766026,黃大任,"10,000,000",核准設立,2014-11-10
250080,宜宏果菜行,10549013,吳宜豐,"30,000",核准設立,2008-2-15
250000,華威國際創新股份有限公司,53051196,鄭綺麗,"18,000,000",核准設立,2010-6-1
250000,節拍互動股份有限公司,83160848,吳孝明,"2,000,000",核准設立,2020-10-6
250000,左右工程行,91160933,李雅芳,"240,000",歇業,2021-9-11
250000,星球科技有限公司,50772656,鄭亦翔,"1,000,000",核准設立,2018-5-18
250000,禾合行銷有限公司,83536417,吳輝華,"10,000,000",核准設立,2020-1-20
250000,大泳能源股份有限公司,45893482,李雅慧,"60,000,000",核准設立,2016-5-12
250000,榮穩企業有限公司,90102181,郭立婷,"10,000,000",核准設立,2022-11-10
250000,紋芳燈光音響傳播企業社,99428836,葉懿德,"200,000",核准設立,2004-2-18
250000,創新煙花禮品有限公司,28102056,楊富樺,"3,000,000",核准設立,2006-3-1
250000,邦信實業有限公司,66479799,何茂成,"100,000",核准設立,2017-2-17
249900,瀚鼎企業有限公司,59258173,曾伊蓮,"1,000,000",核准設立,2017-5-31
249600,豐達通運有限公司,03061613,陳成傑,"40,100,000",核准設立,1964-11-20
249365,翊百企業股份有限公司,89573873,高旻鴻,"1,000,000",核准設立,1995-7-1
249150,崇達鮮花禮品店,18198736,陳信旭,"10,000",核准設立,2000-11-30
248850,源順桌行,45852644,張振隆,"200,000",核准設立,2010-3-23
248800,喜美廣告社,19937979,李金葉,"30,000",核准設立,1997-5-6
248739,堪農事務機器股份有限公司,22026617,羅貴波,"5,000,000",核准設立,1986-3-17
248327,佑訊興業有限公司,54780828,余卉卉,"200,000",核准設立,2014-1-27
248063,健彰實業股份有限公司,97190701,李培源,"20,000,000",核准設立,1996-8-14
248000,合桃興彩色印刷有限公司,43785488,李錦富,"12,000,000",核准設立,1977-6-30
247950,興東遊覽客運股份有限公司,28107138,蔡奇峰,"50,000,000",核准設立,2006-3-7
247950,貝斯維榳有限公司,85027769,林美華,"1,000,000",核准設立,2019-10-1
247890,廣泰印刷廠,45188182,吳添葵,"10,030,000",核准設立,1988-5-4
247850,樂圖影像工作室,38843804,魏平昇,"2,000,000",核准設立,2014-7-3
247500,嘉友電子股份有限公司,66608323,孔德偉,"116,000,000",核准設立,1982-10-27
247360,啟益遊覽汽車股份有限公司,43652733,簡明珠,"15,000,000",核准設立,1974-7-23
247250,卜斯特廣告有限公司,27671831,吳宗玲,"4,200,000",核准設立,2005-4-19
247078,台灣中油股份有限公司,03707901,歐嘉瑞,"130,100,000,000",核准設立,1960-4-30
246800,正港廣播電台股份有限公司,80380489,童佳容,"65,000,000",核准設立,2004-4-19
246750,昆兆益精密工業股份有限公司,70528532,陳惠雯,"205,900,000",核准設立,2000-6-13
246540,振音硬體整合有限公司,53515668,薛鴻德,"500,000",核准設立,2011-8-29
246250,匯豐協新租賃股份有限公司,25117457,,,,2010-4-6
246011,長城打字行,92839980,蘇慧珍,"30,000",核准設立,1995-8-12
246000,貳參點伍度工作室,09506711,林麗玫,"3,000",核准設立,2006-3-3
245893,智勤企業社,08737876,戴重賢,"20,000",核准設立,2007-3-8
245574,中天企業社,29324318,,,,
244500,揪肆愛玩活動企劃工作室,89103161,邱柏翰,"1,200,000",,2022-12-23
244160,樹籽股份有限公司桃園分公司,28973757,,,,2009-1-5
244075,極品當歸鴨,87156021,,,,
244000,台灣廣播股份有限公司,04191494,馬長生,"90,000,000",核准設立,1973-5-29
243000,中時中部廣告有限公司,27267993,謝坤成,"1,000,000",核准設立,2004-4-16
242813,宣亨有限公司,84956838,林暉翔,"1,000,000",核准設立,1994-6-3
242510,久彰廣告有限公司,29156797,石守志,"1,000,000",核准設立,2010-5-18
242000,全成廣告社,67999501,徐芳儀,"10,000",核准設立,1999-9-20
241500,豪記影視唱片有限公司,23170478,吳東龍,"5,200,000",核准設立,1988-12-20
241050,𡘙師傅企業股份有限公司民生分公司,53583145,,,,2012-1-17
240975,久鴻企業社,26569746,王美珍,"50,000",核准設立,2011-1-27
240700,新興報業企業社,49995546,劉俊弦,"100,000",核准設立,2005-12-22
240452,億榮廣告企業社,40982611,林源淵,"240,000",核准設立,2014-6-9
240370,松鴻印社,76750684,,,,
240250,醍客味廚房,82414197,張明宗,"80,000",核准設立,2019-1-4
240127,中華郵政,60281335,,,,
240000,陽台音像製作有限公司,52477976,洪碧婉,"1,000,000",核准設立,2016-12-8
240000,品觀點傳媒科技股份有限公司,50891246,許良源,"10,000,000",核准設立,2018-11-13
240000,兩隻老虎廣告設計有限公司,86219239,盧惠鈴,"2,000,000",核准設立,1991-6-20
240000,財團法人成大研究發展基金會,78963987,,,,
240000,能翔自動科技股份有限公司,27663234,翁增鈞,"6,000,000",核准設立,2005-4-8
240000,翔善企業有限公司,28752473,吳淑華,"1,000,000",核准設立,2007-7-9
240000,雅特時國際有限公司,54940326,高啟文,"500,000",核准設立,2018-7-12
240000,威達舜行銷廣告有限公司,53374528,陳杰瑞,"500,000",核准設立,2011-3-25
240000,丞惠有限公司,27463931,江惠鳳,"5,000,000",核准設立,2004-10-11
240000,六星廣告社,10847385,陳怡燐,"30,000",核准設立,2010-7-2
240000,有市文創有限公司,90033299,段必祥,"1,000,000",核准設立,2022-9-2
239996,刷樂國際股份有限公司,86257802,陳永記,"200,000,000",核准設立,1991-8-8
239100,尚美鮮花店,70909357,,,,
239000,壹玖柒活動整合行銷,40803119,藍政霖,"150,000",核准設立,2015-11-16
239000,成吉汽車遊覽有限公司,59077222,莊俊吉,"16,000,000",核准設立,1975-1-21
238800,晴晴花藝有限公司,27346239,賴鎧琦,"600,000",核准設立,2004-7-29
238733,濤人產品設計,82432272,朱鴻祥,"3,000",核准設立,2018-10-30
238500,新順成商行,87745338,陳淑娟,"3,000",核准設立,1998-5-8
237837,芯淇商行,89072287,蘇雅雯,"50,000",核准設立,2022-11-10
237557,寒舍餐旅管理顧問股份有限公司,70471881,蔡伯翰,"2,000,000,000",核准設立,2000-1-17
237500,利達通運股份有限公司,04865478,許琀棋,"65,700,000",核准設立,1976-12-2
236500,寶生股份有限公司屏東營業所,08007630,,,,
236222,友鴻觀光開發股份有限公司,28502551,鄭兆傑,"300,000,000",核准設立,2006-10-19
235200,金禾百貨行,37698774,方筱璇,"200,000",核准設立,2014-5-6
235000,視覺所在工作室,31697284,蔡行健,"100,000",核准設立,2012-8-9
235000,瑪爾克電影有限公司,29098734,吳兆鈞,"250,000",核准設立,2008-5-22
234999,佳津有限公司,90665843,林婉婷,"200,000",核准設立,2021-12-27
234930,百冠禮品企業商行,19843207,,,,
234723,燦坤實業股份有限公司-內湖旗艦分公司,80358521,,,,2003-4-22
233835,新思整合有限公司,82818944,羅正偉,"3,000,000",核准設立,2019-2-19
233664,華信航空股份有限公司,23988865,謝世謙,"4,000,000,000",核准設立,1991-4-29
233401,新加坡商蝦皮娛樂電商有限公司台灣分公司,56801904,,,核准登記,
233050,通益交通事業股份有限公司,58018957,林振智,"16,000,000",核准設立,1971-12-27
232583,科克點子股份有限公司,91017753,王世斌,"1,000,000",核准設立,2021-6-8
232500,柯比能律師事務所,93160591,,,,
232450,鴻耀廣告社,98737047,李家富,"100,000",核准設立,2003-6-17
232399,中時派報社,45781402,張鳳珠,"30,000",核准設立,2008-11-27
231500,士欣廣告社,90739486,郭文欽,"7,000",核准設立,1979-12-21
231000,鉅田潔淨技術股份有限公司,82786247,楊量祺,"30,000,000",核准設立,2018-11-16
230869,幹劃力網路行銷,92159934,袁聖貽,"200,000",核准設立,2023-1-31
230230,宜家行,78756072,陳鍵靚,"45,000",核准設立,1993-2-9
230160,合豐米店,33680751,詹銘欽,"6,000",核准設立,1982-7-24
230000,聯合線上股份有限公司,70763439,劉永平,"300,000,000",核准設立,2000-2-2
230000,弗利思特文化事業股份有限公司,80649367,許良源,"10,000,000",核准設立,2003-12-4
230000,唐家漢餐小吃店,93803124,何紹清,"50,000",核准設立,2002-2-4
230000,威朋大數據股份有限公司,28892170,吳詣泓,"182,000,000",核准設立,2007-12-7
230000,聯合行銷研究股份有限公司,80285210,項國寧,"10,000,000",,2002-10-11
229510,傑利文創設計有限公司,83134666,張于青,"100,000",核准設立,2020-11-11
229385,大彰投有限公司,80130841,顏世彰,"500,000",核准設立,2003-1-28
229163,唯麥國際有限公司,24770703,穆雅月,"1,000,000",核准設立,2014-11-25
228648,霏秝影像有限公司,66533175,方緒安,"200,000",核准設立,2017-3-28
228438,信實物業管理顧問股份有限公司,28892018,楊文榮,"30,000,000",核准設立,2007-12-6
228400,大中華遊覽車客運股份有限公司,84877665,鄧雲天,"30,000,000",核准設立,1994-5-20
228190,東衣服飾有限公司,86661423,陳美雲,"4,000,000",核准設立,1992-5-18
228180,浩宇通運有限公司,14088651,林浩正,"30,000,000",核准設立,1976-4-28
227864,好嗨舞團,88172082,,,,
227692,品澄國際有限公司,24410356,邱冠綸,"500,000",核准設立,2009-5-21
227409,星霖印刷有限公司,28453952,趙台貴,"1,000,000",核准設立,2006-12-6
226996,寶福有線電視股份有限公司,96978934,何欣如,"200,000,000",核准設立,1996-5-29
226720,鈺采文化事業有限公司,53273654,黃錦珠,"1,500,000",核准設立,2010-12-6
226718,台灣中油股份有限公司油品行銷事業台北營業處板橋民族路,34548648,,,,
226292,晶宴生活創意股份有限公司,53562057,,,,2019-11-12
226250,樹林企業社,37788634,袁瑞鴻,"30,000",核准設立,2012-11-29
226200,彬彬花藝社,38827163,李文彬,"50,000",核准設立,2014-3-12
226000,郁品香小吃店,45426902,黃玉珍,"30,000",核准設立,2007-3-28
225541,維汀映像工作室,36951756,劉元經,"5,000",核准設立,2013-5-8
225000,協東工程行,09142347,吳清義,"468,000",廢止,2006-2-10
225000,台振食品有限公司,28166945,李世偉,"5,000,000",核准設立,2006-5-5
225000,太和廣告有限公司,83303971,林玉燕,"1,000,000",核准設立,2020-11-27
224700,光鈦媒體事業有限公司,50982750,莊承儒,"5,000,000",核准設立,2019-1-14
224600,双喜演藝工坊,13915344,藍惠民,"30,000",核准設立,2001-11-1
224000,怡蘭飯包,42000951,李菁曼,"80,000",核准設立,2015-11-12
223650,啄木鳥禮品有限公司,28888422,戴佩慧,"500,000",核准設立,2007-11-30
222910,吉祥禮贈品社,34753274,戴佩慧,"100,000",核准設立,2010-5-13
222145,統一速達股份有限公司中正營業區,99640458,,,,
222000,愛旺租車股份有限公司台北分公司,28937839,,,,2008-3-6
221382,藝林工商廣告工程行,94806731,闕勤政,"498,000",核准設立,1982-7-21
220660,全國加油站股份有限公司全國鶯歌交流道加油站,80763319,,,,
220500,宏鼎設計有限公司,50768082,李建豐,"500,000",核准設立,2018-5-7
220156,動力音響燈光企業社,02708656,李澤健,"1,500,000",核准設立,1986-9-9
220080,青雀文創事業有限公司,53882002,施美旭,"3,000,000",核准設立,2012-7-3
220000,廣信益群聯合會計師事務所,04083930,,,,
220000,康達生命科學有限公司,27965370,吳岱錡,"10,000,000",核准設立,2005-10-31
219880,大元國際洋行股份有限公司,25884458,,,,
219600,小黃廣告企業社,41857106,張雅婷,"200,000",核准設立,2015-7-30
219600,保防科技有限公司,53606576,蔡林均築,"1,000,000",核准設立,2011-9-21
219054,中華郵政股份有限公司鳳山新富郵局,07863488,,,,
219004,弘雅三民書局,05134324,劉仲傑,"21,000,000",核准設立,1983-3-25
218750,達志有限公司,05718235,林虞生,"5,000,000",核准設立,1985-5-10
217425,日泰遊覽車客運有限公司,16930873,黃于珊,"30,000,000",核准設立,1999-6-1
217365,中華郵政桃園民生路郵局,43895160,,,,
216710,蜻蜓創意行銷事業有限公司,42939318,王民慶,"480,000",核准設立,2018-2-7
216428,準秝室內裝修工程有限公司,90167846,陶韋伶,"2,500,000",,2022-4-22
216049,健豪印刷事業股份有限公司,72753339,,,,
216000,信宏工程行,26183503,蔡信禮,"1,000,000",核准設立,2010-9-23
215680,格上汽車租賃股份有限公司台中高鐵站,45365671,,,,
215250,車住宅設計工作室,82744009,張凱傑,"10,000",核准設立,2019-7-24
215000,佳興粿行,07723044,葉許清美,"10,000",核准設立,1984-6-22
214480,美之宴會館有限公司,54639759,賴義養,"50,000,000",核准設立,2013-10-22
214000,北秀企業社,41391163,王清雲,"100,000",核准設立,2015-7-28
213780,力大通訊企業社,78385255,賴厚生,"1,030,000",核准設立,1992-7-6
213500,國際花藝社,06071229,,,,
213245,普羅食品有限公司,27602080,黃惠美,"4,000,000",核准設立,2005-1-20
212370,宸緯資訊有限公司,70644791,張詎瓏,"10,000,000",核准設立,1999-10-19
212100,元承實業有限公司,42787023,林滄騰,"1,000,000",核准設立,2016-8-2
212000,捌啵童趣藝術工作室,82424836,鄭寬仁,"30,000",核准設立,2019-7-9
211850,欣永霖美術印刷有限公司,12740156,黃啟明,"5,000,000",核准設立,2001-1-20
211500,微工廣告工程,10890495,柯名翰,"100,000",核准設立,2009-8-31
211463,德芳加油站股份有限公司,16550888,李鴻霖,"36,000,000",核准設立,1998-7-17
211200,亞格志視覺設計社,36947108,林松賢,"80,000",核准設立,2013-4-3
211130,傳神多媒體廣告,14159923,蔡月珍,"800,000",核准設立,2002-3-27
211000,東明電器行,14780490,陳福仁,"200,000",核准設立,2002-8-19
210000,侑聖企業社,40702843,王威海,"200,000",核准設立,2015-12-7
210000,厚映影像製作有限公司,70464853,姜怡帆,"5,700,000",核准設立,1999-12-22
210000,中信高科技股份有限公司,35892631,顏宗男,"100,000,000",核准設立,1978-2-2
210000,上行詩音樂工作室,25662667,施孝榮,"1,000,000",核准設立,2010-6-29
210000,騰羚智庫有限公司,90332698,林嘉茜,"1,000,000",核准設立,2022-6-17
210000,家禾商行,31466072,張麗華,"200,000",核准設立,2007-2-8
210000,捷陽廣告有限公司,29106903,劉紹瑜,"360,000",核准設立,2008-6-5
210000,澄果行銷有限公司,54129550,陶台花,"1,000,000",核准設立,2013-2-23
210000,正彩企業社,14164545,方淑芬,"200,000",核准設立,2002-6-17
210000,中華時報社,17817344,謝祐謙,"100,000",核准設立,2000-5-4
210000,果實夥伴股份有限公司,24482512,陳宏守,"100,000,000",核准設立,2009-11-24
209600,好客快炒小吃,09892621,,,,
209161,鴻慶旗幟有限公司,89361287,傅延建,"4,000,000",核准設立,1995-3-23
208405,天新資訊股份有限公司,22899350,盧銘仁,"200,000,000",核准設立,1988-6-14
207857,勞動部勞工保險局,01006903,,,,
207808,富邦產物保險股份有限公司,70826461,陳伯燿,"20,000,000,000",核准設立,2001-12-19
207750,永明旺環保有限公司,94071506,戴國麟,"5,000,000",核准設立,2023-5-30
207600,東方肉粽,21659389,侯漢泉,"60,000",核准設立,2017-12-8
206942,台灣連線股份有限公司,24556886,姜玄玭,"841,000,000",核准設立,2014-6-12
206850,上海印刷廠股份有限公司,04219232,許鵬翔,"60,000,000",核准設立,1974-3-16
206700,春風燈光音響工作室,25492690,蔡春生,"100,000",核准設立,2011-10-5
206525,蓋斯克科技有限公司,42653896,黃俊凱,"1,000,000",核准設立,2015-10-20
206195,泰洋廣告社,25582910,詹前麟,"200,000",核准設立,2010-4-14
205200,東發生物科技製藥股份有限公司,90771984,温錦洲,"94,190,000",核准設立,1982-5-6
205000,彪騏有限公司,42560378,徐志綱,"1,300,000",核准設立,2015-5-18
204500,杰哥音樂傳播工作室,37747178,林俊杰,"60,000",核准設立,2014-3-14
204359,台灣中油（股）油品行銷事業部台北營業處林森北路加油站,01490119,,,,
204000,大寶桑廣播電台股份有限公司,13072765,林巧鈴,"5,000,000",核准設立,2002-4-22
204000,良昱廣告社,19728255,黃薪元,"3,000",核准設立,1997-2-21
203800,氣球屋,81508533,白淑貞,"30,000",核准設立,1999-11-15
203695,中華郵政股份有限公司台北龍江路郵局,76907095,,,,
203600,晚一點商店,91442434,張守先,"50,000",核准設立,2021-6-17
203597,雙子星有線電視股份有限公司,97160397,揭朝華,"498,585,000",核准設立,1996-6-24
203160,皇星廣告工程行,34464751,侯佳成,"200,000",核准設立,1981-11-7
202400,藝升舞台企業社,91401975,陳文淵,"200,000",核准設立,2022-1-19
202100,台灣日用織品股份有限公司,22257031,張素,"6,000,000",核准設立,1986-11-11
201600,育朋廣告有限公司,82809522,鄭守益,"200,000",核准設立,2019-1-18
201150,宇宙立方有限公司,29175437,鍾佳良,"500,000",核准設立,2010-8-10
200800,國泰通運有限公司,59061707,陳貞男,"28,000,000",核准設立,1973-12-10
200767,佶特服裝行,36625373,侯廷憲,"300,000",核准設立,2006-12-5
200419,易企秀行銷科技有限公司,90324135,黃穧磊,"1,000,000",核准設立,2022-6-1
200240,名麥藝術蛋糕店,78207230,蔡蓮沁,"28,000",核准設立,1992-10-28
200224,無名廣告設計社,94961310,李勇昆,"5,000",核准設立,2003-4-23
200000,櫻花招牌企業,98614657,蕭家誠,"1,000,000",核准設立,1993-4-21
200000,天雲國際有限公司,80385344,趙培潔,"1,000,000",核准設立,2004-6-7
200000,信美複印行,08422572,,,,
200000,艾方工作室,18231637,方志偉,"100,000",核准設立,2002-2-7
200000,聯合廣告科技工程行,76798097,許天慶,"200,000",核准設立,1992-4-25
200000,大漢廣告股份有限公司,86790572,謝郁玲,"3,000,000",核准設立,1992-7-14
200000,原邑活動整合工作室,93418157,林美英,"60,000",核准設立,2023-6-14
200000,杰思股份有限公司,80351007,陳偉仁,"28,000,000",核准設立,2002-12-24
200000,巨網資訊有限公司,80240832,金志丞,"10,000,000",核准設立,2002-8-27
200000,衛訊影視傳播有限公司,89250114,陳福貴,"6,600,000",核准設立,1994-8-22
200000,大漢整合行銷股份有限公司,24329525,秦熙嶽,"30,000,000",核准設立,2009-3-9
200000,鑫大聯網有限公司,28465818,盧建宏,"5,000,000",核准設立,2007-1-18
200000,數位廣告事業有限公司,80635103,張炳榮,"1,000,000",核准設立,2004-1-14
200000,南投縣選舉委員會,61920556,,,,
200000,俊豐實業有限公司,50799774,蕭又瑜,"5,000,000",核准設立,2018-8-1
200000,宏英印刷有限公司,42763681,王宏村,"1,000,000",核准設立,2016-1-6
200000,奧特農業有限公司,89169780,林亞倫,"2,000,000",,2022-12-13
200000,大地之聲廣播電台股份有限公司,27500865,陳亭君,"50,000,000",核准設立,2004-11-29
200000,佳信國際事業有限公司,28590371,劉芸秀,"3,000,000",核准設立,2007-5-22
200000,源大營造有限公司,05962693,黃國書,"151,000,000",核准設立,1985-3-28
200000,禾傑開發股份有限公司,66635807,林銘傑,"10,000,000",核准設立,2017-7-14
200000,基隆市選舉委員會,00829795,,,,
200000,金寶塔股份有限公司,89670761,許煥章,"51,150,000",核准設立,1995-8-15
200000,宜蘭縣選舉委員會,87798833,,,,
200000,新民工程開發有限公司,16974865,黃銘仁,"10,000,000",核准設立,1999-8-4
200000,傑尼士工作坊,30343475,吳立雅,"150,000",核准設立,2009-7-8
200000,龍鼎昌砂石股份有限公司,84093988,楊進松,"20,000,000",核准設立,1992-12-22
200000,屏東縣高樹鄉砂石業者地方關懷協會,屏府社政字第1000289725號,林李明,"5,000",歇業／撤銷,
200000,明明文教事業股份有限公司,42845190,李俊德,"10,000,000",核准設立,2016-1-20
200000,彩之坊科技股份有限公司,12670356,袁樂川,"230,000,000",核准設立,2000-12-5
200000,樺鑫通訊有限公司,53547319,潘秀梅,"5,000,000",核准設立,2011-10-20
200000,田水文化工作室,47378194,陳俐君,"100,000",核准設立,2016-4-14
200000,富煒建設股份有限公司,86774572,楊明國,"25,000,000",核准設立,1992-6-29
200000,典範能源科技有限公司,45123787,謝菽韻,"33,000,000",核准設立,2016-7-7
200000,金寶弘建設有限公司,25091652,陳建助,"60,000,000",核准設立,2009-12-18
200000,廣宇建設實業股份有限公司,27755212,李毓超,"1,000,000,000",核准設立,2005-8-3
200000,允堡龍實業股份有限公司,86095954,周祥明,"28,000,000",核准設立,1991-3-26
200000,冠寶開發建設有限公司,28908200,賴建男,"27,000,000",核准設立,2008-1-4
200000,東禧建設股份有限公司,28051319,吳信毅,"210,000,000",核准設立,2005-12-9
200000,特群機電股份有限公司,86881518,阮春綢,"150,000,000",,1992-10-19
200000,聊望台數據觀測有限公司,89182073,吳冠良,"300,000",核准設立,2023-2-17
200000,富家興投資股份有限公司,24477617,謝士滄,"95,000,000",核准設立,2009-11-5
200000,大傑音響商行,66932519,陳臺生,"5,000,000",核准設立,1988-5-3
200000,漫波大飯店股份有限公司,27831485,呂淑雯,"80,000,000",,2005-6-30
200000,宏燁有限公司,55106576,王凱平,"10,000,000",核准設立,2017-9-12
200000,原威科技股份有限公司,54283315,施作君,"85,000,000",核准設立,2013-7-10
200000,未來思考創意有限公司,54185089,詹育華,"2,000,000",核准設立,2013-4-23
200000,智能醫學科技股份有限公司,28668383,林哲弘,"200,000,000",核准設立,2007-5-21
200000,新竹市選舉委員會,47276437,,,,
200000,成家照明股份有限公司,24644312,吳蓓,"5,000,000",核准設立,2014-10-13
200000,瓶子整合行銷有限公司,94116530,黃俊傑,"4,000,000",核准設立,2023-6-6
200000,淞泰開發有限公司,83372174,張金泰,"20,000,000",核准設立,2021-1-8
200000,喆璽不動產仲介經紀有限公司,50923373,趙儀君,"5,000,000",核准設立,2019-5-31
200000,大溪廣播股份有限公司,89484491,蔡臺萍,"5,000,000",核准設立,1995-7-19
200000,易鋒機械工程有限公司,16562414,許文環,"15,000,000",核准設立,1998-7-31
200000,萬利花市企業有限公司,97056232,鄭秀煒,"5,000,000",核准設立,1996-7-5
200000,尚達化工科技股份有限公司,53959254,李明昌,"100,000,000",核准設立,2012-7-16
200000,鴻品營造股份有限公司,86992129,李傳合,"55,000,000",核准設立,1992-11-18
200000,澎湖縣選舉委員會,96651141,,,,
200000,馬克吐溫國際影像有限公司,27737377,汪怡昕,"4,000,000",核准設立,2005-6-14
200000,昌運建設開發股份有限公司,89895213,林春金,"51,250,000",核准設立,1994-11-1
200000,瑞安開發有限公司,85026255,林瑞堂,"15,000,000",核准設立,2019-9-25
200000,指南客運,27043501,呂奇峯,"700,000,000",核准設立,1954-6-1
200000,台北市會計師公會,北市社自字第011號 ,林李明,"5,000",歇業／撤銷,
200000,捷騰實業股份有限公司,97007802,簡美琴,"20,000,000",核准設立,1996-5-16
200000,雅光有限公司,01189353,廖全平,"160,000,000",核准設立,1985-11-15
200000,僑華有限公司,52657908,詹連凱,"1,000,000",核准設立,2017-4-21
200000,伊登創意企業社,37706850,孫天俊,"1,200,000",核准設立,2015-7-3
200000,活動馬戲團企業社,34821110,許枝鳳,"10,000",核准設立,2010-7-21
200000,一絕科技股份有限公司,94081096,韋東利,"300,000",核准設立,2023-7-4
200000,隱世永春店,93112629,,,,
200000,一元布偶劇團,01053264,,,,
200000,御上廣告股份有限公司,53763006,陳志宇,"20,000,000",核准設立,2012-5-8
200000,和鈞資產管理股份有限公司,24970630,王志恭,"290,000,000",核准設立,2015-5-25
200000,三多士股份有限公司,12197725,吳昭雄,"101,790,000",核准設立,1978-10-20
200000,臺南市選舉委員會,69650318,,,,
200000,大發塑膠製品有限公司,16867751,王智賢,"100,000,000",核准設立,1999-3-6
200000,鈺通營造工程股份有限公司,22298292,黃國芳,"253,788,000",核准設立,1986-11-13
200000,鼎旺科技太陽能顧問股份有限公司,42728593,張嘉旺,"20,000,000",核准設立,2018-6-8
200000,巨岩企業有限公司,86573907,蔡川義,"15,000,000",核准設立,1992-3-2
200000,金湘記藥行有限公司,84771945,陳湘湖,"1,000,000",核准設立,1994-4-19
200000,美麗華開發股份有限公司,23362476,黃世杰,"1,000,000,000",核准設立,1989-5-22
200000,凱廷投資股份有限公司,42704234,彭德水,"30,000,000",核准設立,2016-1-15
200000,雲林縣選舉委員會,64985808,,,,
200000,漢珈機械工程有限公司,12760856,蔡昱綺,"30,000,000",核准設立,2001-3-8
200000,瑞益能源科技有限公司,55898079,王士豪,"9,000,000",核准設立,2016-9-29
200000,捷利旅行社有限公司,22922893,吳盈良,"60,000,000",核准設立,1988-5-17
