money,name,id,owner,capital,status,date_of_establishment
30000,亞蘋燈光音響,19256327,,,,
29900,上野商行,82386328,鄭家心,100000,核准設立,2019-4-18
29768,承漢印刷有限公司,86730744,陳登維,77900000,核准設立,1992-7-1
29705,大立塑膠行,36065343,游家祥,1000000,核准設立,1992-4-13
29610,鉅仁壓克力廣告實業社,38495523,郟建凱,240000,核准設立,2014-2-26
29550,東吉小吃店,82467089,何東宇,100000,核准設立,2019-5-20
29500,豐原汽車客運股份有限公司,55397201,林伯洋,392369940,核准設立,1950-4-4
29500,瑞明堂香舖,673596,陳秀琴,5000,核准設立,1975-9-12
29500,立峰汽車修配廠,87114992,陳慧蓉,200000,核准設立,2020-8-17
29400,楓籟攝影工作室,26540903,黃柏森,200000,核准設立,2011-4-15
29350,如意排骨飯,9568238,吳張麗滿,3000,核准設立,2019-7-13
29340,一度贊排骨飯,99865759,,,,
29100,富馨自助餐店,8386793,徐碧珠,10000,核准設立,1990-10-22
29040,金浩快餐店,36683062,楊金浩,3000,核准設立,2008-2-1
29000,沛晨商行,29205734,許淳凱,100000,核准設立,2004-11-23
28800,靖浤弁当,72371846,,,,
28800,東坡餐飲,26842127,,,,
28600,說三遍鵝肉店,91410088,林建豐,200000,核准設立,2022-2-25
28559,新光人壽保險股份有限公司,3458902,吳東進,65000000000,核准設立,1963-7-27
28455,呷飯皇帝大,25873699,,,,
28443,鳳翔餐飲事業有限公司,52817124,劉明賢,2000000,,2017-7-10
28400,田尾食堂,26860047,,,,
28350,驊慶遊覽客運有限公司,81075629,楊尚書,16000000,核准設立,1976-2-26
28350,宛倫國際旅行社股份有限公司,91043458,蔡宥倫,10800000,核准設立,2021-5-31
28300,米香便當,99522065,楊秉瑜,30000,核准設立,2019-8-8
28160,佳原飲食店,14671459,,,,
28100,海世界小吃店,78495464,鐘玉芬,30000,核准設立,1996-4-17
28000,君麒通運有限公司,16761764,肖鈞瑜,30000000,核准設立,1998-11-6
28000,福儷自助美食,81489331,涂進寶,100000,核准設立,2019-8-22
28000,東紘企業社,47889581,許美琬,240000,核准設立,2017-7-18
28000,錦順行,72472788,湯慧敏,100000,核准設立,2018-5-22
28000,龍族通運有限公司,16592584,黃國書,50000000,核准設立,1998-6-3
28000,環南交通汽車遊覽社,91527904,蔡平隆,3900000,核准設立,1967-8-12
27912,龍山烘焙工房,26820685,,,,
27720,古城米食小吃店,91686347,吳侑峻,50000,核准設立,2022-9-5
27720,假期商旅股份有限公司,53232922,盧月麗,96000000,核准設立,2011-1-17
27600,臻愛實業股份有限公司,42648711,林志成,158000000,核准設立,2015-10-5
27478,款待實業股份有限公司長安店,88116054,,,,
27400,東展通運股份有限公司,89798704,薛文正,38000000,核准設立,1995-12-5
27300,新欣客運有限公司,16689285,曾豐裕,50000000,核准設立,1998-11-3
27200,萬發萬萬食品行,81710712,李美鳳,100000,核准設立,1996-10-2
27200,佳味鮮自助餐,72880362,,,,
27100,文華鴨王店,82645248,周銘華,100000,核准設立,2020-4-20
27073,優正股份有限公司,84834998,陳志強,3400000,核准設立,1994-4-18
27000,伍貳零商行,99514993,方雪真,10000,核准設立,2004-4-21
27000,阿靜潤餅,14971955,陳靜,80000,核准設立,2022-12-14
27000,捷藝國際有限公司,83742710,黃婉茹,5000000,核准設立,2020-6-2
27000,榮樂交通事業有限公司,89878328,蔡祐汝,30000000,核准設立,1994-10-14
27000,田中印刷室,14826398,,,,
26824,兆豐產物保險股份有限公司,3090217,梁正德,4900000000,核准設立,1951-4-7
26800,泰驊遊覽車有限公司,55662025,馬珮蓉,19200000,核准設立,1981-5-8
26760,東池池上飯包,89047231,,,,
26500,友新交通股份有限公司,66345217,余立淦,20000000,核准設立,1977-7-18
26500,尚美廣告社,10875229,郭傳福,200000,核准設立,2010-6-22
26400,天一藥局,92910884,張謙一,5000,歇業,1995-1-24
26300,宜欣花店,25226862,汪經偉,500000,核准設立,2009-6-6
26260,台灣味懷念便當,21898234,,,,
26210,彩富小吃部,39778160,,,,
26155,東茗茶葉行,21335925,王振風,20000,核准設立,2005-3-7
26000,賀眾企業股份有限公司,35880332,王志耀,200000000,核准設立,1970-7-16
26000,錫安木屐王,36717730,王明堂,5000,核准設立,2014-1-9
26000,新華芳行,40831369,周鈺棠,80000,核准設立,2015-10-13
26000,文鹿汽車有限公司,53052759,林志成,3000000,核准設立,2010-6-3
26000,宏駿通運有限公司,28359680,林錦華,50000000,核准設立,2006-7-14
26000,華聯遊覽車客運股份有限公司,97275356,許兆麟,60000000,核准設立,1996-11-29
26000,長鴻通運遊覽有限公司,16524411,詹文河,30000000,核准設立,1998-5-25
25820,佶軒料理店,49924368,陳孟勝,200000,核准設立,2005-10-18
25685,彰化木瓜牛乳大王,13735048,盧信彰,60000,核准設立,2007-2-2
25555,旺客來自助餐,39976598,林煒毅,10000,核准設立,2013-12-19
25500,超吉大盛美食館,36767739,杜天豪,100000,核准設立,2011-8-9
25500,喬龍遊覽車客運有限公司,59076342,張孔雀,16000000,核准設立,1975-2-3
25480,新店郵局,38202701,,,,
25365,彰化魚市爌肉飯,26823971,,,,
25240,真好味美食坊,25813519,胡林金枝,20000,核准設立,2018-11-1
25200,元美通運有限公司,70383971,沈慧玲,50000000,核准設立,1999-7-26
25200,志瑋印刷品行,31874393,林秀真,200000,核准設立,2013-4-18
25200,平安歸通運股份有限公司,31250880,林映杉,39990000,核准設立,1975-3-28
25200,紅龍通運有限公司,80020247,徐峰輝,50000000,核准設立,2003-3-26
25100,新和香精緻烘焙坊,43141851,黃慧娟,3000,核准設立,1971-5-27
25100,大盛欣業有限公司,89978348,楊蔡素芬,12000000,核准設立,1994-12-6
25000,鈴懿樂器行,6080536,步德珍,200000,核准設立,
25000,富帛快餐店,88752130,李昆穆,200000,歇業,2022-9-23
25000,朝鈞水電工程有限公司,97367019,曾淑絹,3000000,核准設立,1997-1-23
25000,捷麗通運有限公司,16191390,曾銘澤,30000000,核准設立,1997-8-9
25000,麥之鄉西點麵包坊,92911379,謝文賓,10000,核准設立,1994-12-6
25000,台灣飛鴻館龍獅團,73966417,,,,
25000,曉潔餐館,10752970,,,,
24859,田園食品有限公司,56683195,沈清山,1000000,核准設立,2017-7-3
24840,大眾化餐飲店,37593321,曾志遠,5000,核准設立,2013-11-26
24800,娜路彎大酒店股份有限公司,84970424,林炎煌,2000000000,核准設立,1994-6-15
24710,阿章肉圓,98826786,,,,
24680,參陸玖育樂有限公司,83492749,薛沛婕,200000,核准設立,2019-12-3
24600,魏師傅餐食料理,9595973,,,,
24600,池上飯包,10040810,,,,
24520,鑫來快餐店,45340356,李麗紅,5000,核准設立,2006-11-1
24400,法樂淇麵包店,9623197,吳俞箴,200000,核准設立,2006-3-17
24400,品鮮𩵚魠魚𥺧,98963113,,,,
24300,金豐通運股份有限公司,44962807,游素慧,29000000,核准設立,1977-1-19
24200,瑞士烘焙屋,17341903,鄧原豪,2000000,核准設立,2001-4-19
24000,東晶食府,36605947,甘振邦,50000,核准設立,2006-12-21
24000,德泰雜糧行,34774186,吳宗遠,240000,核准設立,2010-8-20
24000,鎮東交通有限公司,97187585,宋連福,30000000,核准設立,1996-8-10
24000,成記廣告行,9116740,林如意,3000,核准設立,2006-1-6
24000,鎮城廣告企業社,31950005,林郁彣,100000,核准設立,2013-6-14
24000,中華一燔燒腊便當,91145130,林裕訓,200000,核准設立,2021-8-5
24000,展翔通運有限公司,28055429,陳怡紋,50000000,核准設立,2005-12-15
24000,鼎灃企業社,82192272,張文琪,100000,核准設立,2019-2-27
24000,立達通運有限公司,16067955,游景忠,30000000,核准設立,1997-7-17
24000,鼎峰便當,47903161,趙笙貯,150000,核准設立,2017-9-28
24000,劉大帥餐館,92651633,劉奕承,168000,,2023-10-6
24000,全展遊覽車客運有限公司,97064514,蕭金安,42000000,核准設立,1996-7-15
24000,鮮爆池上便當,30218217,羅仕聖,200000,核准設立,2009-6-25
23901,國泰世紀產物保險股份有限公司高雄分公司,84445772,蔡鎮球,3057051940,核准設立,1993-7-19
23888,展榮食品行,17305863,,,,
23700,菲華有限公司,54711816,賴建霖,500000,核准設立,2014-4-11
23690,青島排骨小吃店,18104528,黃皇瑜,36000,核准設立,2000-9-11
23500,尚家有限公司,24658477,胡淵嵐,5000000,,2014-8-8
23479,亞杜廚房簡餐店,48879506,杜政良,100000,核准設立,2007-4-24
23200,客來吃樂餐飲店,81391013,張演承,50000,核准設立,2019-3-7
23200,拾屋便當,92427798,,,,
23100,國泰通運有限公司,59061707,陳貞男,28000000,核准設立,1973-12-10
23100,欣雅客運股份有限公司,89689494,許世英,73000000,核准設立,1995-9-1
23100,連廣快餐店,99520329,謝瑞峰,30000,核准設立,2004-5-10
23025,大原交通有限公司,89257904,蔡長春,36000000,核准設立,1994-8-25
23000,佳欣遊覽車客運有限公司,97462457,陳麗淑,30000000,核准設立,1997-5-29
22950,日日來小吃,10639817,張寧育,10000,核准設立,2008-9-16
22950,正統綜合式料理,34792065,潘宛竺,50000,核准設立,2010-8-5
22920,天祥林開發有限公司,53366421,張雅淑,15000000,核准設立,2011-3-11
22902,豐華小館,17629639,唐振倫,200000,核准設立,2000-3-3
22847,豐泰發展股份有限公司,52676638,賴柏年,1000000,核准設立,2017-5-8
22650,錸德食品商行,88578626,蕭惠珊,100000,核准設立,2022-4-11
22590,六號美小吃,82221369,李陳美月,20000,核准設立,2019-6-21
22500,圓美環保行,31736239,吳進福,230000,核准設立,2012-9-3
22500,吉明小吃店,47502546,童寶鉗,50000,核准設立,2016-9-29
22300,米鋪子海苔飯捲店,85140066,黃瓊嬅,100000,核准設立,2019-5-27
22275,阿明肉包,36692702,,,,
22249,中華郵政股份有限公司台中西屯郵局,52606802,,,,
22200,香都西點麵包店,92906827,李宗益,200000,核准設立,1995-6-20
22080,強記燒臘快餐店,25480300,張志遠,140000,核准設立,2010-11-11
22075,風味便當,87398554,陳奕男,240000,核准設立,2020-9-23
22050,有晟環保工程行,18329250,劉芫宏,5000000,核准設立,2001-1-12
22000,享味自助餐,45340335,李汪源,10000,核准設立,2006-11-1
22000,三星遊覽車股份有限公司,11043300,高媛偵,18000000,核准設立,1966-4-29
22000,板井商行,88452056,,,,
21910,東朔有限公司,12923562,陳冠銓,1500000,核准設立,2001-11-6
21800,志軒小吃部,25238282,王志軒,50000,核准設立,2009-9-16
21792,中華郵政股份有限公司基隆港東郵局,923686,,,,
21600,嗆斯廣告,13673752,陳憲民,88000,核准設立,2002-12-13
21600,長灘運動休閒飯店股份有限公司,83136658,蔡承憲,55000000,核准設立,2020-10-23
21600,御禧旅館有限公司,53891754,劉坤福,20000000,核准設立,2012-10-8
21467,台灣中油股份有限公司油品行銷事業部東區營業處中正南路加油站,41559113,,,,
21400,小軒美食便當,25846357,周上能,25000,核准設立,2010-1-15
21300,嘉家樂飲食店,39738772,陳連發,5000,核准設立,2012-10-11
21253,佳德商業機器有限公司,86338875,郭朝淦,2500000,核准設立,1991-9-14
21220,中華電信股份有限公司彰化營運處,58800108,,,,
21208,統一超商股份有限公司台北市第二二九分公司,53012167,,,,2011-5-30
21170,崎仔頭自助餐,47764800,賴億海,50000,核准設立,2017-3-16
21113,南山人壽保險股份有限公司,11456006,陳棠,150000000000,核准設立,1963-7-1
21100,甲上豬腳大王,92208196,洪永翰,100000,核准設立,2022-10-12
21000,宏祥百貨商行,82586374,江侑達,240000,核准設立,2019-12-19
21000,翔偉帆布行,72503760,李欽堅,200000,核准設立,2018-7-4
21000,名家囍餅蛋糕店,8569195,郭許平,30000,核准設立,1990-10-1
21000,福樂交通事業有限公司,16643330,藍鳳真,30000000,核准設立,1998-8-28
21000,吳寶春食品股份有限公司台北分公司,42810116,,,,2018-3-2
21000,後壁火車頭便當店,92406800,,,,
20850,驊德遊覽客運有限公司,16459755,郭慧玲,30000000,核准設立,1998-6-26
20820,創意食堂,85607062,楊雅萍,3000,核准設立,2020-5-12
20800,旺角燒臘,47912008,,,,
20775,元富廣式燒臘店,41295801,劉昱志,1000000,核准設立,2014-12-25
20610,永昌創新國際有限公司,70473585,施進佳,6000000,核准設立,2000-1-24
20600,佳樂達通運有限公司,16472624,莊素真,30000000,核准設立,1998-12-1
20500,豐寶遊覽車客運股份有限公司,80223221,林桂滿,75000000,核准設立,2002-8-2
20490,聯誠彩色文化實業有限公司,28094154,陳玥妘,5000000,核准設立,2006-2-16
20400,元發木材行,181403,劉彗如,600000,核准設立,1964-12-15
20200,超豐小吃店,47809341,王昱祺,50000,核准設立,2017-4-24
20085,甘擔廚房,75920958,劉潘梅香,200000,核准設立,2019-9-2
20040,東之園草袋飯,12074890,林姮玲,8000,核准設立,1990-6-22
20010,康福電子實業有限公司,22823606,潘清賢,12000000,核准設立,1988-4-25
20000,勝一美食店,87845224,王茂蘭,15000,核准設立,1994-3-23
20000,國榮美食坊,80807750,王國榮,10000,核准設立,2007-5-11
20000,友盟企業社,92452043,宋雅文,200000,核准設立,2023-7-13
20000,東帝遊覽車客運有限公司,28870529,李岳憲,50000000,核准設立,2007-11-1
20000,千禾自助餐,81391267,李韋璋,5000,核准設立,2019-3-21
20000,臺北汽車客運股份有限公司,35505603,李博文,600000000,核准設立,1957-1-9
20000,小林自助餐,8332220,范春娥,20000,核准設立,2007-3-15
20000,久大商務設備有限公司,89192706,郭子賢,100000,,2023-2-8
20000,鉑宴會館股份有限公司,69598637,陳宇魁,50000000,核准設立,2017-2-20
20000,長城國際通運有限公司,84709231,陳采茵,30000000,核准設立,1994-3-12
20000,安平交通企業股份有限公司,89879889,張英美,30000000,核准設立,1994-10-17
20000,尚林小吃部,40975772,張雯琪,10000,核准設立,2014-10-16
20000,大誠食品行,47888035,許金磚 ,150000,核准設立,2017-5-2
20000,可愛之家中華店,70919572,潘美良,20000,核准設立,1999-6-14
20000,台灣新生報業股份有限公司,12880590,劉長裕,45000000,核准設立,2001-7-17
20000,自立多媒體股份有限公司,13084565,謝志鵬,1000000,核准設立,2002-2-4
20000,文心蘭花禮品,10744206,,,,
20000,上賓便當店,89025047,,,,
20000,情緣餐館,8842482,,,,
19990,陽光工作室,98877519,王玉英,3000,核准設立,2004-12-1
19950,弘民有限公司,50770854,杜宜仁,2500000,核准設立,2018-5-14
19880,萬峰通運有限公司,16758867,賴益盛,30000000,核准設立,1998-10-29
19600,亞裕遊覽車客運有限公司,16017174,林月嬌,50000000,核准設立,1997-5-28
19500,圓安安餐飲有限公司,54676986,曹郭安,5000000,核准設立,2014-2-24
19500,十全廣告企業,18227373,劉順發,5000,核准設立,2001-3-7
19500,一力佳包子,10589324,,,,
19400,進元商號,36859391,沈來榮,10000,核准設立,2012-2-14
19400,欣自然蔬食坊,81443758,黃士修,200000,核准設立,2019-8-29
19360,吞兵衛食品有限公司林森店,99331517,,,,
19200,麒珍燒臘,9530661,王國正,30000,核准設立,2006-3-31
19200,日安烘焙坊,82136455,李振揚,150000,核准設立,2018-10-2
19200,良泰燒腊店,14414966,,,,
19105,永盛小吃店,79231504,王思閎,200000,核准設立,2020-7-17
19050,新北市板橋區農會,33193302,,,,
19041,高寶生活國際股份有限公司,83773425,呂佳學,1200000,核准設立,2020-7-2
19005,詠宸企業社,82253798,黃洋懿,200000,核准設立,2019-2-20
18900,總盈通運有限公司,7006606,李健群,50000000,核准設立,1963-10-23
18700,小木積餐食屋,40759795,莊宜安,10000,核准設立,2018-5-16
18620,黑肉麵担河南店,14585150,,,,
18594,中華電信股份有限公司臺中營運處,52003801,,,,
18270,翔皓通訊有限公司,28484385,黃勇貴,1000000,核准設立,2007-4-4
18260,醉便宜有限公司,80363123,劉燦琳,10000000,核准設立,2003-10-16
18258,康正旅館股份有限公司覺民分公司,54615341,,,,2014-1-15
18240,敘香園餐廳有限公司,50775041,,,,2018-5-24
18120,屏悠生活館有限公司,90351110,王豐國,10000000,核准設立,2022-8-3
18000,太子創意整合行銷,40925470,方信富,200000,核准設立,2016-12-29
18000,億誠電器行,49793289,邱松森,10000,核准設立,1991-7-13
18000,友福美食小吃部,45741161,邱薇臻,100000,核准設立,2008-10-8
18000,湯尼瑪麗麵包店,57106600,郭貴森,5000,核准設立,1975-6-27
18000,大眾食堂,61845092,張俊螢,5000,核准設立,1958-5-1
18000,霖旺企業社,88694821,曾建霖,240000,核准設立,2022-10-7
18000,立鑫通運有限公司,89738426,温文舜,30000000,核准設立,1995-10-28
18000,天翔遊覽交通股份有限公司,43628657,黃麗雲,20000000,核准設立,1973-6-6
18000,協春環境工程有限公司,86830069,楊晴慧,1000000,核准設立,1992-8-18
18000,豐味小吃店,45814635,蕭水芋,50000,核准設立,2010-1-25
18000,國際遊覽汽車股份有限公司,51610201,賴元良,10230000,核准設立,1957-11-20
18000,仁智交通企業股份有限公司,74702478,賴勝田,15000000,核准設立,1975-9-10
18000,新翊通運有限公司,97237918,盧日生,30000000,核准設立,1996-10-11
18000,襄記麻辣火鍋,82422181,盧佑俞,200000,核准設立,2019-5-27
17957,世敏便當,76780723,陳蕭美娥,4000000,核准設立,1990-7-30
17940,泰小米便當店,85238379,張柏洋,100000,核准設立,2019-8-19
17920,拎刀躁咖便當,88295303,鐘紋濠,200000,核准設立,2022-9-2
17840,易居租賃有限公司,42573606,盧忠義,5000000,核准設立,2015-6-25
17700,漢博格企業社,47857103,黃秋芳,30000,核准設立,2017-10-2
17640,雅薇濃西點麵包坊,80758505,廖進強,100000,核准設立,2003-1-16
17600,羅記池上飯包,78145002,,,,
17600,度小月麵飯,47940356,,,,
17500,益億行,14619200,,,,
17400,全達飲食店,34809592,張若婷,100000,核准設立,2010-4-15
17379,龍星小客車租賃有限公司,90002991,龔文嘉,5000000,核准設立,2022-12-8
17200,可口排骨快餐,98819069,楊廸淋,60000,核准設立,2019-1-24
17164,富邦媒體科技股份有限公司,27365925,林啓峰,2000000000,核准設立,2004-9-27
17160,西北小吃店,14638059,,,,
17100,吉味排骨,47943419,,,,
17000,好鄰居美食店,38775783,,,,
16916,中華電信股份有限公司新竹營運處,88849347,,,,
16900,金大排便當,82644091,詹力銘,100000,核准設立,2020-4-14
16800,噗嚨哄有限公司,94096231,方振勲,100000,核准設立,2023-7-26
16800,耐斯廣場股份有限公司,42588333,陳志倫,2000000000,核准設立,2015-8-11
16800,鈞瀧遊覽車股份有限公司,28400203,梁方鈞,50000000,核准設立,2006-9-13
16800,怡情簡餐店,17829756,,,,
16800,大灣福創意廚房崑山營業所,89081363,,,,
16800,可可自動餐,2904051,,,,
16800,李記港式燒臘小館,86734538,,,,
16680,好印象自助餐,78106417,莊育豪,50000,核准設立,1997-5-2
16600,胡媽媽腿庫飯,91202808,胡佩琪,200000,核准設立,2021-7-15
16557,全國加油站股份有限公司全國斗南交流道加油站,17460007,,,,
16545,味菁小吃店,25572265,林月里,180000,核准設立,2010-1-18
16401,老八風有限公司,42701341,楊舒華,1000000,核准設立,2016-1-4
16380,鄉野餐廳,49786978,李慶瑩,9000,核准設立,1982-5-27
16300,大綜飲食店,19699420,黃文緞,5000,核准設立,2008-3-12
16200,百邑國際開發股份有限公司(塔木德酒店臺南館),53620438,金亦宏,65000000,核准設立,2011-10-19
16200,王子便當,77782468,張孫玉瑾,10000000,核准設立,1993-8-10
16200,達達小吃店,93422899,張灝榆,200000,核准設立,2023-7-4
16200,昊延有限公司瑞豐分店,69807753,,,,
16105,正老牌肉粳店,25299695,,,,
16076,Agoda,42519879,,,,
16037,和雲行動服務股份有限公司台東站,81490169,,,,
16035,寶珍香食品有限公司,27798866,王世忠,10000000,核准設立,2005-5-25
16000,竣美飲食店,49696511,何春菊,50000,核准設立,2016-10-24
16000,阿憨雞腿大王,26779709,陳秀娥,200000,核准設立,2011-8-5
16000,辰翊通運有限公司,27903754,陳銘哲,50000000,核准設立,2005-9-28
16000,君昊餐飲店,87146122,游智凱,100000,核准設立,2020-12-30
16000,牛耳藝術公園有限公司,22404646,黃周雪鳳,100000000,核准設立,1987-3-9
16000,福島壽司,99600287,黃政維,10000,核准設立,2018-10-16
16000,得味香自助餐,26781445,黃連福,50000,核准設立,2011-9-28
16000,安徒生精緻麵包,94961640,黃瓊嬅,5000,核准設立,2003-4-28
16000,承億酒店股份有限公司,90373873,戴俊郎,300000000,核准設立,2022-7-15
16000,均展飲食店,18175706,謝志龍,10000,核准設立,2000-11-7
16000,好食多美食廣場,85646635,謝依伶,200000,核准設立,2020-11-5
15930,歐小明救護車有限公司,12738308,蔡英雅,15000000,核准設立,2001-1-18
15900,章記食府,92274097,章百勝,200000,核准設立,2023-2-18
15900,愛上糕點小舖,41097464,蔡廖雪花,30000,核准設立,2015-1-16
15900,京中便當,94964962,,,,
15896,富邦人壽保險股份有限公司臺北信義分公司,83203537,,,,
15870,來喫飯低卡健康餐盒,88217638,張庭維,200000,核准設立,2022-1-17
15850,弘爺熱炒蓋飯,91300619,吳存弘,100000,核准設立,2021-11-5
15840,圓光排肉餐盒店,50537560,魏鳳珠,5000,核准設立,1983-10-21
15800,林松快餐店,94958238,林增湧,100000,核准設立,2003-7-18
15800,信義餐坊,19238433,,,,
15760,米香五行便當,85746199,,,,
15750,君皇演藝有限公司,54243840,林逸君,500000,核准設立,2013-5-7
15750,清傑企業社,93301537,彭英傑,200000,,2023-9-25
15750,好來香食品行,5862224,曾滄炫,5000,核准設立,1987-7-20
15708,春申匯集有限公司,50759197,楊佩佩,15800000,核准設立,2018-4-13
15684,嶼魚廚房,42512904,陳長奕,200000,核准設立,2017-11-27
15640,西屯老王便當店,87189070,,,,
15563,寶舜生活館有限公司,28282923,黃健瑭,5000000,核准設立,2006-5-29
15520,富順美工廣告社,6567740,黃瑞蘭,5000,核准設立,1990-3-20
15500,寶成通運股份有限公司,52375871,邱張柑,25000000,核准設立,1976-6-12
15500,食盈有限公司,53994908,涂泰安,4000000,核准設立,2012-10-9
15500,惠比壽町食品行,85953582,黃清發,30000,核准設立,2021-10-25
15480,銄平餐飲店,87273153,蕭唯駿,100000,核准設立,2021-6-18
15422,台灣中油股份有限公司油品行銷事業部台中營業處國姓加油站,61810066,,,,
15300,唯辰行,80968045,謝秉文,200000,核准設立,2006-11-28
15300,竑穗興業股份有限公司交通局朝馬營業處,93452915,,,,
15250,台灣中油股份有限公司油品行銷事業部台中營業處大雅中清路加油站,56810262,,,,
15200,新元化飯包,72832691,饒牡花,168000,核准設立,2018-2-23
15195,中華郵政股份有限公司屏東廣東路郵局,97959230,,,,
15100,粗菜館小吃部,25291856,,,,
15075,韓石館,25404887,,,,
15012,威汀城市酒店股份有限公司,54608989,蔡長宏,50000000,核准設立,2013-12-18
15000,三民九九便當店,91588107,王毅勳,200000,核准設立,2023-6-14
15000,世軒食品行,87750015,石耀南,15000,核准設立,1999-5-14
15000,協龍通運股份有限公司,33774835,呂雅惠,60000000,核准設立,1977-2-11
15000,億泰通運有限公司,86661129,周文灝,95000000,核准設立,1992-5-16
15000,紀大廚食品,30248958,紀孝祖,200000,核准設立,2009-2-12
15000,新林貨運有限公司,34278721,郭上任,25000000,核准設立,1979-8-14
15000,嘉興饅頭店,42282255,陳欽榮,200000,核准設立,2015-8-5
15000,壹肆伍貳創意整合有限公司,27227326,崔可玫,3500000,核准設立,2005-5-12
15000,新亞裕通運有限公司,18595209,黃家珍,79000000,核准設立,1967-8-14
15000,寶儷工程有限公司,42748583,黃湘瑩,4500000,核准設立,2015-11-18
15000,千舜廣告社,98163196,黃瑞英,100000,核准設立,2002-4-24
15000,喜帆企業社,10460381,黃毅斌,30000,核准設立,2013-5-17
15000,東菱旅行社股份有限公司,89976643,葉銘信,10000000,核准設立,1995-3-8
15000,亞威原住民農業行,47591940,嘟順雷目,100000,核准設立,2017-3-20
15000,賈克禮魔術用品店,26917251,楊格,80000,核准設立,2016-10-13
15000,萬隆餐廳,37584646,蔡敏雄,1000000,核准設立,2013-9-27
15000,名麥藝術蛋糕店,78207230,蔡蓮沁,28000,核准設立,1992-10-28
15000,丞竣企業社,47731127,蕭丞竣,100000,,2016-3-10
15000,揚子江川味館,38416339,簡金蓮,200000,核准設立,2000-9-21
15000,松展交通有限公司,46310106,闗宇皓,50000000,核准設立,1968-2-23
15000,沈家好口味廣式燒臘店,82597392,,,,
15000,德旅店民宿,88923346,,,,
15000,怡園速食便餐,83811814,,,,
14973,富利餐飲股份有限公司新生外送分公司,89403028,,,,1995-9-26
14952,富胖達股份有限公司,53926705,方俊強,5026777100,核准設立,2012-8-28
14950,國盛通運有限公司,16474257,朱仲民,30000000,核准設立,1998-12-21
14900,世界窗廣告,87951884,翁文奧,100000,核准設立,1994-8-25
14880,光明店海苔飯捲,34991281,,,,
14800,財知位自助餐飲,20426790,,,,
14794,統一精工股份有限公司中華西站加油站,15722618,,,,
14770,豐府快餐,81515437,,,,
14720,顏師傅麵食館,40653110,李霈薽,150000,核准設立,2015-9-22
14700,泰發交通股份有限公司,3349412,朱碧珍,15000000,核准設立,1966-4-27
14700,欣中一排骨,82551781,李少雯,20000,核准設立,2019-7-19
14700,親進交通股份有限公司,81052013,李壽堡,29500000,核准設立,1974-12-2
14700,冠達布業有限公司,96935788,黃建裕,50000000,核准設立,1996-2-8
14700,全達遊覽車客運有限公司,16321838,盧讚祥,30000000,核准設立,1998-4-3
14700,朝聖文旅有限公司雲林分公司,62700405,,,,2017-11-23
14674,寒舍餐旅管理顧問股份有限公司,70471881,蔡伯翰,2000000000,核准設立,2000-1-17
14615,水巷泡沬紅茶冷飲店,25938779,莊阿秀,100000,核准設立,2018-3-12
14585,中興便當店,81410813,蔡聖凱,100000,核准設立,2019-3-19
14520,好米吉餐盒店,1629654,林建發,90000,核准設立,1990-5-24
14500,書香企業社,81253588,黃書香,100000,核准設立,2018-10-12
14400,茂廣小吃店,82475222,白鈞齊,50000,核准設立,2019-7-2
14400,龍輝餐飲店,74891077,林煌家,30000,核准設立,2016-2-1
14400,壹品香餐飲,25335735,陳弦榤,30000,核准設立,2016-7-19
14400,真味珍美食餐飲店,45540100,詹志忠,20000,核准設立,2009-6-17
14400,康正旅館股份有限公司花蓮站前分公司,83478182,,,,2020-3-12
14400,𡘙師傅企業股份有限公司文山分公司,93783963,,,,
14370,阿炮便當店,47374535,鄭彩霈,30000,核准設立,2016-1-20
14300,悅君豬腸大王,36493149,,,,
14300,美霞爌肉飯,47615400,,,,
14168,仙吉加油站有限公司,23681598,李文旭,4000000,核准設立,1990-4-2
14116,和雲行動服務股份有限公司台北板橋站,82279523,,,,
14115,百駿企業行,37663352,顏百駿,80000,核准設立,2013-10-11
14000,淑梅自助餐,49997495,李淑梅,10000,核准設立,2006-1-3
14000,壹米食飲食店,26848620,林冠毅,8000,核准設立,2011-8-17
14000,新信交通有限公司,47131799,郭美烽,39000000,核准設立,1977-2-9
14000,今冠遊覽車客運有限公司,80597001,陳灯橧,50000000,核准設立,2003-11-25
14000,花卉營業人(1210，1211),1226049,,,,
13978,影業達事業股份有限公司,96909986,楊文仁,5000000,核准設立,1996-4-9
13838,富寧小吃店,93398568,鄭敬慈,200000,核准設立,2023-8-22
13820,風華旅館股份有限公司,27625990,吳明欽,40000000,核准設立,2005-2-25
13800,大南汽車股份有限公司,11011623,王興尉,300000000,核准設立,1969-4-24
13800,超聯食品行,76367219,黃氏鸞,50000,核准設立,2019-11-28
13731,雲朗觀光股份有限公司-嘉義分公司,16743372,,,,1998-9-24
13700,珍饌精緻便當,41395317,王美鶯,100000,核准設立,2015-8-18
13700,李記食堂,47615197,,,,
13650,仲晨通運有限公司,34116183,楊順平,27070000,核准設立,1976-8-19
13616,蔓古有限公司,85048259,簡秀娟,100000,核准設立,2019-8-20
13555,炳宏快餐,78238297,黎炳宏,5000,核准設立,1993-3-30
13519,格上汽車租賃股份有限公司高雄分公司,70817250,,,,2001-9-10
13500,敏榛實業有限公司,27737117,陳秋萍,5000000,核准設立,2005-6-14
